Seq,序號,類別,星等,旅宿名稱,縣市,鄉鎮,地址,電話,傳真,房間數,電子郵件,網址,郵遞區號,經度Lng,緯度Lat,資料序號Seq
285,285,旅館,,輕旅宿商務旅館,高雄市,苓雅區,802高雄市苓雅區新光路26-4號,07-3320188,07-3329779,20,travelyoung888@gmail.com,http://www.tyhotel.com.tw,802,120.303466,22.612055,285
286,286,旅館,,高源大旅社,高雄市,三民區,807高雄市三民區南華路225號,07-2357101,-,20,,,807,120.303512,22.636933,286
287,287,旅館,,城都大旅社,高雄市,左營區,813高雄市左營區左營大路442巷8號,07-5815066,-,20,,,813,120.294046,22.687732,287
288,288,旅館,,麗馨麗登精品商旅,高雄市,鳳山區,830高雄市鳳山區曹公路77號,07-7462128,07-7462129,20,hsaio2003@gmail.com,,830,120.357087,22.629618,288
289,289,旅館,,麗都大旅社,高雄市,鳳山區,830高雄市鳳山區五甲一路86號,07-7465026,-,20,,,830,120.357065,22.621184,289
290,290,旅館,,艾旅汽車旅館,高雄市,鳳山區,830高雄市鳳山區鳳東路165號,07-7013030,07-7026161,20,,,830,120.378163,22.625894,290
291,291,旅館,,風車時尚汽車旅店,高雄市,三民區,807高雄市三民區民禮路50號,07-3863009,07-3861901,20,windmill009@yahoo.com.tw,,807,120.3439113,22.63957956,291
292,292,旅館,,三多四季環保商旅,高雄市,苓雅區,802高雄市苓雅區文橫二路6號12樓之1~19,07-3317979,07-3315757,20,merryseasons@gmail.com,,802,120.306724,22.615428,292
293,293,旅館,,德瑞旅店,高雄市,左營區,813高雄市左營區左營大路646號,07-5820135,07-5820130,19,directhotel168@gmail.com,,813,120.297661,22.691401,293
294,294,旅館,,高雄港區-棧貳沐居,高雄市,鼓山區,804高雄市鼓山區蓬萊路17號2樓西側,07-5317568,07-5511599,19,kpldservice@kpld.com.tw,https://www.kw2.com.tw/,804,120.2770099,22.6190001,294
295,295,旅館,,愛迪亞旅社,高雄市,前金區,801高雄市前金區新盛一街53號之1至之3,07-2864343,07-2417681,18,,,801,120.295969,22.631711,295
296,296,旅館,,安迪旅館,高雄市,大寮區,831高雄市大寮區周廣街5號,07-7882933,-,18,andyhotel168@gmail.com,,831,120.4169136,22.5902196,296
297,297,旅館,,馨悅旅館,高雄市,前金區,801高雄市前金區五福三路61號6樓之2,07-2012233,07-2216521,18,glong2233@hotmail.com.tw,,801,120.297077,22.621619,297
298,298,旅館,,樂逸旅居-七賢館,高雄市,新興區,800高雄市新興區七賢一路513號1至7樓,07-2369818,07-2369718,18,service@lainn.com.tw,http://www.lainn.com.tw/,800,120.30326,22.63443,298
299,299,旅館,,萬隆大旅社,高雄市,左營區,813高雄市左營區左營大路16號之2,07-5836741,-,17,,,813,120.287693,22.680383,299
300,300,旅館,,慕晨旅店,高雄市,前金區,801高雄市前金區六合二路160號8樓,07-2726608,07-2725608,17,funhousekhh@gmail.com,,801,120.294647,22.630682,300
301,301,旅館,,星行旅,高雄市,新興區,800高雄市新興區六合一路182號2至4樓,07-2363555,-,17,,,800,120.302622,22.633174,301
302,302,旅館,,名美商務旅館,高雄市,三民區,807高雄市三民區高雄市三民區建國二路255號7~8樓,07-2351488,-,17,,,807,120.304297,22.637418,302
303,303,旅館,,旅悅國際青年旅館,高雄市,前鎮區,806高雄市前鎮區三多三路211號3樓及4樓,0975-928000,-,17,dwell.hostel@gmail.com,https://book-directonline.com/properties/dwellhosteldirect,806,120.3070436,22.6146193,303
304,304,旅館,,萬美賓館,高雄市,左營區,813高雄市左營區左營大路14-9號,07-5825888,-,16,,,813,120.287655,22.680258,304
305,305,旅館,,六合宿旅店,高雄市,新興區,"800高雄市新興區六合二路10,12號12樓",07-2850077,07-2882457,16,liuhesu.manager@gmail.com,,800,120.301564,22.63297,305
306,306,旅館,,富都大旅社,高雄市,鳳山區,830高雄市鳳山區曹公路115號,07-7462607,-,16,,,830,120.357304,22.630485,306
307,307,旅館,,六合大旅社二館,高雄市,新興區,800高雄市新興區六合二路28號1-5樓,07-2867161,07-2859220,16,sunnysidehotel@hotmail.com.tw,http://www.sunnysidehotel.com.tw,800,120.300964,22.632863,307
308,308,旅館,,金都旅社,高雄市,三民區,807高雄市三民區河北二路55號,07-2873161,-,15,,,807,120.299403,22.637044,308
309,309,旅館,,華納不只是旅館-自立店,高雄市,三民區,807高雄市三民區自立一路323號,07-3123222,07-3130110,15,,,807,120.296446,22.644541,309
310,310,旅館,,良辰吉時精品旅店,高雄市,前金區,801高雄市前金區六合二路160號7樓,07-2411777,07-2413771,15,TheAuspiciousBoutiqueHotel@yahoo.com.tw,https://www.taiwanstay.net.tw/tourism_web/index.php,801,120.294647,22.630681,310
311,311,旅館,,光華大旅社,高雄市,岡山區,820高雄市岡山區嘉新西路75號,07-6217635,-,15,a0936122105@gmail.com,,820,120.293071,22.8020372,311
312,312,旅館,,藍天商務旅館,高雄市,苓雅區,802高雄市苓雅區自強三路5號14樓之1、2、3、5、 6、7、8、9、10、11、12、13、14、21、22、23,07-5665112,-,15,bluesky0928688738@gmail.com,,802,120.300266,22.6117288,312
313,313,旅館,,鶴宮寓,高雄市,新興區,800高雄市新興區中正四路41號2~4樓,07-2011988,-,15,mail@hokhouse.com,https://hokhouse.com/,800,120.300394,22.630764,313
314,314,旅館,,悅來居旅店,高雄市,三民區,807高雄市三民區建國三路40號,07-2883173,-,14,happystay1215@gmail.com,http://https://153509148080.web.fullinn.tw,807,120.300363,22.637942,314
315,315,旅館,,永富大旅社,高雄市,鳳山區,830高雄市鳳山區忠義街14號,07-7463413,-,14,,,830,120.35576,22.627979,315
316,316,旅館,,宗山旅社,高雄市,六龜區,844高雄市六龜區義寶里太平路60號,07-6892777,-,14,,,844,120.636307,22.995397,316
317,317,旅館,,新棋大旅社,高雄市,鳳山區,830高雄市鳳山區錦田路226號,07-8217407,-,14,,,830,120.331295,22.595137,317
318,318,旅館,,和源大旅社,高雄市,岡山區,820高雄市岡山區岡山路390號,07-6217143,-,14,,,820,120.2958526,22.7948049,318
319,319,旅館,,吉娃娃商務旅館,高雄市,新興區,800高雄市新興區六合一路158號10樓,07-2350756,07-2350755,14,gwawa5858@gmail.com,http://www.gwawa.com.tw,800,120.303092,22.633174,319
320,320,旅館,,碧港良居商旅,高雄市,鼓山區,804高雄市鼓山區哨船街31號,07-5331336,07-5331226,14,service@watermarkhotel.com.tw,http://watermarkhotel.com.tw,804,120.268658,22.618631,320
321,321,旅館,,美麗島庭園旅宿,高雄市,新興區,800高雄市新興區六合一路158號4樓,07-2367996,07-2360347,14,asiahsu@hotmail.com,,800,120.303256,22.633005,321
322,322,旅館,,繽紛樂旅店,高雄市,苓雅區,802高雄市苓雅區三多四路63號7樓之7,0968-223000,-,14,loruning@gmail.com,http://colorfuninn.win/,802,120.301711,22.613163,322
323,323,旅館,,全龍旅社,高雄市,甲仙區,847高雄市甲仙區東安里文化路23號,07-6751602,-,13,shuiu4@gmail.com,,847,120.589939,23.081898,323
324,324,旅館,,紙飛機青年旅館,高雄市,三民區,807高雄市三民區博愛一路287號10樓,0968-500985,-,13,pphosteltw@gmail.com,,807,120.3008733,22.649068,324
325,325,旅館,,藍海旅館,高雄市,新興區,800高雄市新興區民主橫路11號1至3樓,07-2855568,-,13,,,800,120.301123,22.633261,325
326,326,旅館,,芳賓大旅社,高雄市,三民區,807高雄市三民區河北二路2號,07-2883181,-,12,,,807,120.301893,22.636899,326
327,327,旅館,,國泰旅社,高雄市,左營區,813高雄市左營區左營大路401巷33弄10號,07-5822592,-,12,,,813,120.292644,22.688767,327
328,328,旅館,,高興大旅社,高雄市,鳳山區,830高雄市鳳山區五甲一路37號,07-7463232,-,12,gnchieh@gmail.com,https://taiwanstay.net.tw/room/8550,830,120.358048,22.621603,328
329,329,旅館,,碧宮旅社,高雄市,甲仙區,847高雄市甲仙區東安里文化南路18號,07-6751229,-,12,42huayean@gmail.com,,847,120.589684,23.081859,329
330,330,旅館,,美興大旅社,高雄市,美濃區,843高雄市美濃區中山路一段49號,07-6812102,-,12,,,843,120.540203,22.901451,330
331,331,旅館,,東明旅館,高雄市,六龜區,844高雄市六龜區義寶里太平路26號,07-6891001,-,12,,,844,120.63569,22.99552,331
332,332,旅館,,旅聚居青年旅舍,高雄市,新興區,800高雄市新興區中山一路117號6樓,07-2851231,-,12,tripggkh@gmail.com,,800,120.301237,22.631603,332
333,333,旅館,,愛河日央,高雄市,鹽埕區,803高雄市鹽埕區七賢二路423號3樓-1、4樓-1,0963-147586,-,12,,,803,120.285715,22.6297058,333
334,334,旅館,,橙屋商旅,高雄市,小港區,812高雄市小港區大業北路300號,07-8012266,07-8063149,12,,http://www.ohouse296.com.tw/about.php,812,120.348139,22.563437,334
335,335,旅館,,靉嗨文旅站前館,高雄市,新興區,800高雄市新興區六合二路10號7樓,07-2850077,-,12,liuhesu0906758199@gmail.com,https://booking.owlting.com/httpssites.google.comviewdouble-t-hotel?start=2022-08-23&end=2022-08-24&lang=zh_TW&adult=1&child=0&infant=0,800,120.3015681,22.633011,335
336,336,旅館,,靉嗨文旅美麗島館,高雄市,新興區,800高雄市新興區六合二路10號10樓,07-2850077,-,12,,,800,120.3015681,22.633011,336
337,337,旅館,,美麗島音樂城商旅,高雄市,新興區,800高雄市新興區六合二路10號9樓,0907-096188,07-5365595,12,musiccity0926@gmail.com,https://153474955736.web.fullinn.tw,800,120.3015681,22.633011,337
338,338,旅館,,富賓大旅社,高雄市,湖內區,829高雄市湖內區湖內里中山路一段62號,07-6932463,-,11,,,829,120.252269,22.877915,338
339,339,旅館,,佛光山大旅社,高雄市,大樹區,840高雄市大樹區興田里興田路116-2號,07-6563577,-,11,,,840,120.448098,22.747162,339
340,340,旅館,,高芳大旅社,高雄市,前鎮區,806高雄市前鎮區瑞和街272號,07-7615171,07-7615172,10,hfun077615171@gmail.com,http://maybenas.myds.me/HFun/,806,120.326107,22.60535,340
341,341,旅館,,亞泰賓館,高雄市,楠梓區,811高雄市楠梓區建楠路139號12樓,07-3533157,-,10,,,811,120.326868,22.726835,341
342,342,旅館,,大成旅社,高雄市,大樹區,840高雄市大樹區檨子腳里中興北路90號,0915-796211,-,10,,,840,120.433073,22.692418,342
343,343,旅館,,永傑旅館,高雄市,大寮區,831高雄市大寮區中庄里仁愛路126號,07-7012021,-,10,,http://taiwan.net.tw/m1.aspx?sno=0000112&id=11180131,831,120.3950246,22.63454717,343
344,344,旅館,,世奇商旅,高雄市,左營區,813高雄市左營區裕誠路450號,07-8025566,07-8039966,10,jcw888888@yahoo.com.tw,,813,120.304762,22.665868,344
345,345,旅館,,弘州商務旅館,高雄市,林園區,832高雄市林園區東林西路105巷11號,07-6438889,07-6423564,10,,,832,120.395544,22.503835,345
346,346,旅館,,雲海精品旅館,高雄市,苓雅區,802高雄市苓雅區自強三路5號13樓之1、2、3、5、6、7、8、9、11,0975-766785,07-5666562,10,85blueocean@gmail.com,http://www.85blueocean.com/,802,120.300266,22.6117288,346
347,347,旅館,,寓旅宿,高雄市,苓雅區,802高雄市苓雅區自強三路94號,07-2696985,07-2696225,9,apatohome94@gmail.com,,802,120.299825,22.614042,347
348,348,旅館,,多野樂旅館,高雄市,楠梓區,811高雄市楠梓區興楠路385號2-6樓,07-3510222,07-3517222,9,service@dogether.com.tw,http://www.dogether.com.tw/,811,120.3309793,22.7285328,348
349,349,旅館,,宜三弄旅宿,高雄市,新興區,800高雄市新興區六合一路158號9樓之1,07-9713737,-,9,,,800,120.3034181,22.6330741,349
350,350,旅館,,東方大旅社,高雄市,湖內區,829高雄市湖內區湖內里民生街26號,07-6932047,-,8,,,829,120.2507545,22.87841085,350
351,351,旅館,,背包客四一旅館,高雄市,苓雅區,"802高雄市苓雅區四維三路261巷37,39號1-4樓",0952-612212,07-3380321,8,service@kaobp41.com,,802,120.304362,22.616135,351
352,352,旅館,,遊大俠旅店,高雄市,新興區,800高雄市新興區中正三路128號,07-2360677,-,8,master.chitow@gmail.com,,800,120.305155,22.631393,352
353,353,旅館,,美麗島福憩旅店,高雄市,新興區,800高雄市新興區六合二路10號11樓,0906-871011,-,8,hotelblessing@gmail.com,https://160491559483.web.fullinn.tw/,800,120.3015681,22.633011,353
354,354,旅館,,天安大飯店,高雄市,三民區,807高雄市三民區博愛一路1號4樓,07-3122131,07-3111886,7,,,807,120.302698,22.64148,354
355,355,旅館,,大樹旅社,高雄市,大樹區,840高雄市大樹區檨子腳里中興北路88號,07-6512105,-,7,,,840,120.433052,22.692381,355
356,356,旅館,,嘉一大旅社,高雄市,林園區,832高雄市林園區文賢里康樂街39號,07-6412042,-,7,,,832,120.393976,22.503102,356
357,357,旅館,,新光商務旅館,高雄市,路竹區,821高雄市路竹區文化路157號4樓,07-6076777,-,7,,,821,120.2563999,22.8584713,357
358,358,旅館,,蚵寮商務旅館,高雄市,梓官區,826高雄市梓官區中正五街22-1號3樓,07-6176565,07-6178858,7,,,826,120.256171,22.72827,358
359,359,旅館,,六合社中鴨家青年旅館,高雄市,新興區,800高雄市新興區黎明里六合一路158號5樓,07-2352638,07-2352639,7,ahiruya@hotmail.co.jp,http://www.ahiruyah.com,800,120.30334,22.633045,359
360,360,旅館,,日宏大旅社,高雄市,前鎮區,806高雄市前鎮區天后街13號1-3樓,07-8316709,-,6,,,806,120.322893,22.572165,360
361,361,旅館,,心園旅社,高雄市,湖內區,829高雄市湖內區湖內里中山路一段59號,07-6938352,-,6,,,829,120.252263,22.878029,361
362,362,旅館,,永美旅社,高雄市,橋頭區,825高雄市橋頭區橋頭里站前街16號,07-6113558,-,6,,,825,120.310482,22.759918,362
363,363,旅館,,大明大旅社,高雄市,鳳山區,830高雄市鳳山區海洋一路40號,07-7658999,-,6,,,830,120.342629,22.60976,363
364,364,旅館,,仁龍商務旅館,高雄市,仁武區,814高雄市仁武區京吉二路171號2樓,07-3730337,-,6,,,814,120.3408492,22.68255219,364
365,365,旅館,,摩天海灣商旅,高雄市,前鎮區,806高雄市前鎮區新光路21號21樓之7至12,07-5366227,-,6,mbhotel888@gmail.com,https://www.sunshinegarden.com.tw/products-21.html,806,120.304611,22.611582,365
366,366,旅館,,勝吉旅社,高雄市,阿蓮區,822高雄市阿蓮區峰山里峰南路5號,07-6313937,-,5,,,822,120.356072,22.874448,366
367,367,旅館,,蓮潭八零八旅店,高雄市,左營區,813高雄市左營區大中二路808、810、812號15樓,09-75709808,-,5,,,813,120.3034399,22.6862091,367
368,368,旅館,,適達星旅店,高雄市,新興區,"800高雄市新興區南華橫一路14號1樓,夾層,2樓",07-2352687,-,4,,,800,120.304088,22.633686,368
369,369,旅館,,長興大旅社,高雄市,湖內區,829高雄市湖內區中正路二段551號,07-6900729,-,3,,,829,120.1975082,22.91084976,369
370,370,旅館,,敲敲門青旅,高雄市,三民區,807高雄市三民區察哈爾二街7巷8號,0956-338760,-,3,knockhostel2014@hotmail.com,https://www.facebook.com/knockknockhostel/?epa=SEARCH_BOX,807,120.302544,22.647386,370
371,371,旅館,,馥寓蓮潭旅居,高雄市,左營區,813高雄市左營區大中二路816、818、820號15樓,07-5884115,-,3,,,813,120.3036915,22.6859699,371
372,372,旅館,,大鳳商務旅館,高雄市,大寮區,831高雄市大寮區鳳林三路357號3樓,07-7818822,-,1,,,831,120.397413,22.602051,372
